329,3,3,MONTHLY,16250.00,22082.99,708.33,20.00
330,3,3,MONTHLY,22083.00,31249.99,1875.00,25.00
331,3,3,MONTHLY,31250.00,52082.99,4166.67,30.00
332,3,3,MONTHLY,52083.00,100000000.00,10416.67,32.00
333,2,4,MONTHLY,0.00,12499.99,0.00,0.00
334,2,4,MONTHLY,12500.00,13332.99,0.00,5.00
335,2,4,MONTHLY,13333.00,14999.99,41.67,10.00
336,2,4,MONTHLY,15000.00,18332.99,208.33,15.00
337,2,4,MONTHLY,18333.00,24166.99,708.33,20.00
338,2,4,MONTHLY,24167.00,33332.99,1875.00,25.00
339,2,4,MONTHLY,33333.00,54166.99,4166.67,30.00
340,2,4,MONTHLY,54167.00,100000000.00,10416.67,32.00
341,3,4,MONTHLY,0.00,12499.99,0.00,0.00
342,3,4,MONTHLY,12500.00,13332.99,0.00,5.00
343,3,4,MONTHLY,13333.00,14999.99,41.67,10.00
344,3,4,MONTHLY,15000.00,18332.99,208.33,15.00
345,3,4,MONTHLY,18333.00,24166.99,708.33,20.00
346,3,4,MONTHLY,24167.00,33332.99,1875.00,25.00
347,3,4,MONTHLY,33333.00,54166.99,4166.67,30.00
348,3,4,MONTHLY,54167.00,100000000.00,10416.67,32.00
